age,workclass,fnlwgt,education,education-num,marital-status,occupation,relationship,race,sex,capital-gain,capital-loss,hours-per-week,native-country,income
46,Self-emp-not-inc,317253,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,25,United-States,0
46,Private,188386,Doctorate,16,Married-civ-spouse,Exec-managerial,Husband,White,Male,15024,0,60,United-States,1
63,Self-emp-inc,222289,HS-grad,9,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,40,United-States,1
40,Self-emp-not-inc,204116,Bachelors,13,Married-spouse-absent,Prof-specialty,Not-in-family,White,Female,2174,0,40,United-States,0
23,Private,81281,Some-college,10,Married-civ-spouse,Adm-clerical,Husband,White,Male,0,0,40,United-States,0
27,Private,405855,9th,5,Never-married,Craft-repair,Other-relative,White,Male,0,0,40,Mexico,0
25,Private,267044,Some-college,10,Never-married,Adm-clerical,Not-in-family,Amer-Indian-Eskimo,Female,0,0,20,United-States,0
28,Private,85812,Some-college,10,Married-civ-spouse,Sales,Wife,White,Female,0,0,40,United-States,0
42,Private,221172,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,40,United-States,1
44,Self-emp-not-inc,202692,Masters,14,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,40,United-States,0
30,Private,237903,Some-college,10,Never-married,Handlers-cleaners,Unmarried,White,Female,0,0,40,United-States,0
24,Private,82804,HS-grad,9,Never-married,Handlers-cleaners,Unmarried,Black,Female,0,0,40,United-States,0
52,Self-emp-not-inc,334273,Bachelors,13,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,60,United-States,1
57,Private,69884,HS-grad,9,Married-civ-spouse,Sales,Husband,White,Male,0,0,40,United-States,1
21,Private,197747,Some-college,10,Never-married,Sales,Own-child,White,Female,0,0,24,United-States,0
32,Private,239824,Bachelors,13,Never-married,Tech-support,Not-in-family,White,Male,0,0,40,United-States,0
24,Private,249909,HS-grad,9,Married-civ-spouse,Handlers-cleaners,Husband,White,Male,0,0,50,United-States,0
47,Self-emp-not-inc,165039,Some-college,10,Never-married,Other-service,Unmarried,Black,Female,0,0,40,United-States,0
43,Private,174524,HS-grad,9,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,0,0,40,United-States,1
20,Private,81145,Some-college,10,Never-married,Sales,Not-in-family,White,Female,0,0,25,United-States,0
20,Private,316702,Some-college,10,Never-married,Prof-specialty,Own-child,White,Male,0,0,20,United-States,0
28,Private,296450,Bachelors,13,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,40,United-States,0
36,Private,271767,Bachelors,13,Separated,Prof-specialty,Not-in-family,White,Male,0,0,40,Other,0
33,Private,194141,HS-grad,9,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,0,0,40,United-States,0
34,Private,217460,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,45,United-States,1
33,Private,182556,HS-grad,9,Never-married,Other-service,Not-in-family,White,Male,0,0,40,United-States,0
65,Self-emp-not-inc,118474,11th,7,Married-civ-spouse,Exec-managerial,Husband,White,Male,9386,0,59,Other,1
29,Private,267034,11th,7,Never-married,Craft-repair,Own-child,Black,Male,0,0,40,Other,0
46,State-gov,193047,Bachelors,13,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,37,United-States,0
22,Private,151790,Some-college,10,Married-civ-spouse,Sales,Wife,White,Female,0,0,30,Other,0
36,Private,51838,Some-college,10,Divorced,Adm-clerical,Unmarried,White,Female,0,0,40,United-States,0
43,Private,226902,Bachelors,13,Married-civ-spouse,Sales,Husband,White,Male,0,0,50,United-States,1
32,Private,110331,HS-grad,9,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,1672,60,United-States,0
55,Private,105304,HS-grad,9,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,0,0,40,United-States,0
24,Private,321435,Bachelors,13,Never-married,Exec-managerial,Not-in-family,White,Male,0,0,50,United-States,0
35,Private,135162,Some-college,10,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,50,United-States,0
51,Private,146813,Some-college,10,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,40,United-States,1
28,Self-emp-inc,142712,Some-college,10,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,70,United-States,0
24,Private,121313,Some-college,10,Never-married,Transport-moving,Own-child,White,Male,0,0,50,United-States,0
19,Private,376540,HS-grad,9,Never-married,Adm-clerical,Not-in-family,White,Female,0,0,30,United-States,0
37,Private,211154,Some-college,10,Divorced,Machine-op-inspct,Not-in-family,White,Male,0,0,52,United-States,0
38,Private,278924,Some-college,10,Divorced,Craft-repair,Not-in-family,White,Male,0,0,44,United-States,0
23,Private,543028,HS-grad,9,Never-married,Sales,Own-child,Black,Male,0,0,40,United-States,0
21,Private,186648,Some-college,10,Never-married,Other-service,Own-child,White,Male,0,0,20,United-States,0
23,Private,257509,Some-college,10,Never-married,Sales,Not-in-family,White,Male,0,0,25,United-States,0
42,Private,162003,HS-grad,9,Divorced,Machine-op-inspct,Not-in-family,White,Male,0,0,55,United-States,0
33,Private,143653,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,30,United-States,0
20,Private,241752,HS-grad,9,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,0,0,40,United-States,0
44,Self-emp-not-inc,325159,Some-college,10,Divorced,Farming-fishing,Unmarried,White,Male,0,0,40,United-States,0
32,Private,169240,HS-grad,9,Divorced,Machine-op-inspct,Not-in-family,White,Female,0,0,38,United-States,0
41,Private,349221,HS-grad,9,Never-married,Craft-repair,Own-child,Black,Female,0,0,35,United-States,0
47,Private,192835,HS-grad,9,Married-civ-spouse,Adm-clerical,Husband,White,Male,0,0,50,United-States,1
48,Local-gov,123075,Masters,14,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,35,United-States,1
32,Private,206365,HS-grad,9,Never-married,Other-service,Not-in-family,Black,Female,0,0,40,United-States,0
27,Private,137645,Bachelors,13,Never-married,Sales,Not-in-family,Black,Female,0,1590,40,United-States,0
58,Self-emp-not-inc,81642,HS-grad,9,Married-civ-spouse,Farming-fishing,Husband,White,Male,0,0,60,United-States,0
41,Local-gov,195258,Some-college,10,Married-civ-spouse,Protective-serv,Husband,White,Male,0,0,40,United-States,1
31,Private,232475,Some-college,10,Married-civ-spouse,Adm-clerical,Husband,White,Male,0,0,40,United-States,0
30,Private,241259,Assoc-voc,11,Married-civ-spouse,Transport-moving,Husband,White,Male,0,0,40,United-States,0
41,Federal-gov,133060,Assoc-acdm,12,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,40,United-States,1
28,Private,294936,Bachelors,13,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,45,United-States,0
31,Private,184307,Some-college,10,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,50,Other,1
34,Private,117529,Some-college,10,Married-civ-spouse,Farming-fishing,Husband,White,Male,0,0,54,Mexico,0
33,Private,114691,Bachelors,13,Married-civ-spouse,Sales,Husband,White,Male,0,0,60,United-States,1
54,Private,96062,Assoc-acdm,12,Married-civ-spouse,Tech-support,Husband,White,Male,0,0,40,United-States,1
88,Self-emp-not-inc,206291,Prof-school,15,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,40,United-States,0
20,Private,411862,Assoc-voc,11,Never-married,Other-service,Not-in-family,White,Male,0,0,30,United-States,0
36,Private,416745,Bachelors,13,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,40,United-States,0
19,Private,187161,Some-college,10,Never-married,Other-service,Own-child,White,Female,0,0,25,United-States,0
18,Private,240747,HS-grad,9,Never-married,Machine-op-inspct,Own-child,White,Female,0,0,40,Other,0
44,Private,344060,Bachelors,13,Never-married,Other-service,Not-in-family,White,Male,0,0,40,United-States,1
37,Private,203070,Some-college,10,Separated,Adm-clerical,Own-child,White,Male,0,0,62,United-States,0
54,Private,99185,Doctorate,16,Married-civ-spouse,Prof-specialty,Husband,White,Male,15024,0,45,United-States,1
48,Self-emp-not-inc,243631,Some-college,10,Married-civ-spouse,Craft-repair,Husband,Amer-Indian-Eskimo,Male,7688,0,40,United-States,1
48,Private,349151,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,United-States,0
53,Private,22154,Some-college,10,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,United-States,0
52,Federal-gov,31838,HS-grad,9,Divorced,Adm-clerical,Unmarried,White,Female,0,0,40,United-States,0
23,Private,174754,Some-college,10,Never-married,Sales,Not-in-family,White,Female,0,0,30,United-States,0
34,Private,190040,HS-grad,9,Married-civ-spouse,Adm-clerical,Wife,White,Female,0,0,40,United-States,0
30,Private,283767,HS-grad,9,Married-civ-spouse,Adm-clerical,Husband,White,Male,0,0,40,Other,0
43,Federal-gov,369468,Bachelors,13,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,40,United-States,1
47,Private,386136,HS-grad,9,Married-civ-spouse,Transport-moving,Husband,White,Male,0,0,35,United-States,0
21,Private,164019,Some-college,10,Never-married,Farming-fishing,Own-child,Black,Male,0,0,10,United-States,0
63,Self-emp-not-inc,795830,Primary,2,Widowed,Other-service,Unmarried,White,Female,0,0,30,Other,0
52,Private,168381,HS-grad,9,Widowed,Other-service,Unmarried,Asian-Pac-Islander,Female,0,0,40,Other,1
28,State-gov,225904,Prof-school,15,Never-married,Prof-specialty,Unmarried,White,Male,0,0,40,United-States,0
31,Private,42900,Bachelors,13,Never-married,Tech-support,Not-in-family,White,Male,0,0,37,United-States,0
20,Private,444554,10th,6,Never-married,Handlers-cleaners,Own-child,White,Male,0,0,40,United-States,0
43,Local-gov,169203,Assoc-voc,11,Never-married,Adm-clerical,Not-in-family,White,Female,0,0,35,United-States,0
51,Private,246519,10th,6,Married-civ-spouse,Handlers-cleaners,Husband,White,Male,2105,0,45,United-States,0
50,Private,137815,HS-grad,9,Married-civ-spouse,Transport-moving,Husband,White,Male,0,0,60,United-States,1
33,Private,130021,HS-grad,9,Married-civ-spouse,Transport-moving,Husband,White,Male,0,0,40,United-States,0
31,Private,179186,Bachelors,13,Married-civ-spouse,Sales,Husband,Black,Male,0,0,90,United-States,1
28,Private,441620,Bachelors,13,Never-married,Other-service,Not-in-family,White,Male,0,0,43,Mexico,0
36,Federal-gov,218542,Assoc-acdm,12,Married-civ-spouse,Adm-clerical,Wife,White,Female,0,0,40,United-States,1
41,Self-emp-inc,94113,Prof-school,15,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,60,United-States,1
46,Private,161508,10th,6,Never-married,Machine-op-inspct,Not-in-family,Black,Male,0,0,40,United-States,0
70,Federal-gov,163003,HS-grad,9,Married-civ-spouse,Adm-clerical,Husband,Black,Male,0,0,40,United-States,0
22,Private,207940,Some-college,10,Never-married,Handlers-cleaners,Own-child,White,Female,0,0,36,United-States,0
38,Private,83727,HS-grad,9,Divorced,Other-service,Unmarried,White,Female,0,0,48,United-States,0
33,Self-emp-not-inc,235271,Some-college,10,Never-married,Other-service,Not-in-family,White,Male,0,0,35,United-States,0
43,Self-emp-not-inc,35236,HS-grad,9,Married-spouse-absent,Craft-repair,Not-in-family,White,Male,0,0,40,United-States,0
19,Private,225775,Some-college,10,Never-married,Adm-clerical,Not-in-family,White,Male,0,0,40,United-States,0
20,Private,170800,Some-college,10,Never-married,Farming-fishing,Own-child,White,Female,0,0,40,United-States,0
47,Private,232628,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,Black,Male,0,0,40,United-States,0
50,Private,73493,Some-college,10,Divorced,Other-service,Not-in-family,White,Female,0,0,40,United-States,0
51,Private,71046,Some-college,10,Divorced,Exec-managerial,Unmarried,White,Male,0,0,45,Other,0
19,Private,176570,11th,7,Never-married,Machine-op-inspct,Own-child,White,Male,0,0,60,United-States,0
61,Self-emp-not-inc,163174,Prof-school,15,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,35,United-States,1
51,Private,126010,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,United-States,0
40,State-gov,345969,Assoc-acdm,12,Married-civ-spouse,Adm-clerical,Husband,White,Male,0,0,40,United-States,1
28,Private,89718,HS-grad,9,Never-married,Sales,Not-in-family,White,Female,2202,0,48,United-States,0
54,Private,206369,HS-grad,9,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,5178,0,50,United-States,1
33,Private,240763,Some-college,10,Married-civ-spouse,Machine-op-inspct,Husband,Black,Male,0,0,40,United-States,0
19,Private,323421,Some-college,10,Never-married,Handlers-cleaners,Own-child,White,Male,0,0,20,United-States,0
49,Local-gov,107231,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,0,2002,40,United-States,0
44,Private,43711,Assoc-acdm,12,Married-civ-spouse,Sales,Husband,White,Male,7688,0,40,United-States,1
49,Private,32212,HS-grad,9,Married-civ-spouse,Exec-managerial,Wife,White,Female,0,0,43,United-States,0
37,Private,256723,Some-college,10,Divorced,Adm-clerical,Unmarried,Black,Female,0,0,35,United-States,0
24,Private,266926,Some-college,10,Married-civ-spouse,Handlers-cleaners,Husband,White,Male,0,0,40,United-States,0
35,Private,30381,Bachelors,13,Married-civ-spouse,Sales,Husband,White,Male,0,0,45,United-States,1
26,Private,314177,HS-grad,9,Never-married,Sales,Not-in-family,Black,Male,0,0,40,United-States,0
64,Self-emp-not-inc,134960,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,15024,0,35,United-States,1
50,Private,196963,7th-8th,4,Divorced,Craft-repair,Not-in-family,White,Female,0,0,30,United-States,0
32,Private,496743,Bachelors,13,Never-married,Prof-specialty,Own-child,White,Male,0,0,40,United-States,0
45,Private,99179,11th,7,Widowed,Adm-clerical,Unmarried,White,Female,0,0,40,United-States,0
40,Private,224910,HS-grad,9,Never-married,Machine-op-inspct,Not-in-family,White,Female,0,0,40,United-States,0
19,Private,197384,Some-college,10,Never-married,Other-service,Own-child,White,Female,0,0,10,United-States,0
24,Private,228424,HS-grad,9,Never-married,Handlers-cleaners,Other-relative,Black,Male,0,0,40,United-States,0
31,Private,19302,Assoc-acdm,12,Never-married,Adm-clerical,Not-in-family,White,Male,2202,0,38,United-States,0
33,Private,155343,HS-grad,9,Married-civ-spouse,Sales,Husband,White,Male,3103,0,40,United-States,1
32,Private,35595,Bachelors,13,Never-married,Adm-clerical,Not-in-family,White,Male,0,0,40,United-States,0
52,Private,87205,HS-grad,9,Divorced,Other-service,Not-in-family,White,Female,0,0,38,United-States,0
48,Private,199739,HS-grad,9,Divorced,Craft-repair,Unmarried,White,Female,0,0,40,United-States,0
22,Self-emp-not-inc,202920,HS-grad,9,Never-married,Prof-specialty,Unmarried,White,Female,99999,0,40,Other,1
38,Private,31603,Bachelors,13,Married-civ-spouse,Craft-repair,Wife,White,Female,0,0,40,United-States,0
45,Federal-gov,273194,HS-grad,9,Never-married,Transport-moving,Not-in-family,Black,Male,3325,0,40,United-States,0
29,Self-emp-not-inc,229842,HS-grad,9,Never-married,Transport-moving,Unmarried,Black,Male,0,0,45,United-States,0
61,Local-gov,95450,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,5178,0,50,United-States,1
31,Private,226756,HS-grad,9,Never-married,Adm-clerical,Own-child,Black,Male,0,0,40,United-States,0
30,Private,399088,Some-college,10,Divorced,Adm-clerical,Not-in-family,White,Female,0,0,45,United-States,0
42,Private,102606,Bachelors,13,Married-civ-spouse,Tech-support,Husband,White,Male,0,0,40,United-States,1
27,Local-gov,263431,Some-college,10,Never-married,Exec-managerial,Unmarried,White,Male,0,0,40,United-States,0
30,Private,204374,Bachelors,13,Never-married,Sales,Not-in-family,White,Male,0,1741,48,United-States,0
50,State-gov,159219,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,40,Other,1
21,Private,165475,HS-grad,9,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,0,0,40,United-States,0
49,Federal-gov,168232,HS-grad,9,Married-civ-spouse,Adm-clerical,Husband,White,Male,0,0,40,United-States,1
66,Self-emp-not-inc,293114,HS-grad,9,Married-civ-spouse,Farming-fishing,Husband,White,Male,1409,0,40,United-States,0
47,Private,194772,Assoc-voc,11,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,0,0,40,United-States,1
35,Private,154410,HS-grad,9,Never-married,Handlers-cleaners,Not-in-family,White,Male,0,0,40,United-States,0
50,Private,176924,10th,6,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,38,United-States,0
27,Self-emp-not-inc,208406,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,60,United-States,1
53,Private,166368,Some-college,10,Never-married,Craft-repair,Not-in-family,White,Male,0,0,40,United-States,0
22,Private,188569,Some-college,10,Never-married,Adm-clerical,Not-in-family,White,Female,0,0,20,United-States,0
30,Local-gov,261319,7th-8th,4,Married-civ-spouse,Transport-moving,Husband,White,Male,0,0,40,United-States,0
42,Local-gov,111252,Masters,14,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,1977,40,United-States,1
35,Private,410034,Some-college,10,Divorced,Sales,Not-in-family,White,Male,0,0,50,United-States,0
49,Private,168211,Some-college,10,Married-civ-spouse,Craft-repair,Husband,White,Male,0,1485,40,United-States,1
35,Private,163392,Some-college,10,Married-civ-spouse,Transport-moving,Husband,Asian-Pac-Islander,Male,0,0,40,Other,0
42,Private,213821,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,0,1887,40,United-States,1
37,Private,35330,HS-grad,9,Divorced,Craft-repair,Not-in-family,White,Male,0,1669,55,United-States,0
24,Private,109307,HS-grad,9,Never-married,Sales,Own-child,White,Male,0,0,45,United-States,0
44,Local-gov,145178,HS-grad,9,Married-civ-spouse,Other-service,Wife,Black,Female,0,0,38,Other,1
61,Private,120933,Some-college,10,Never-married,Priv-house-serv,Not-in-family,White,Female,0,0,40,United-States,0
29,Private,75648,Some-college,10,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,55,United-States,0
22,Private,100587,Some-college,10,Never-married,Other-service,Own-child,Black,Female,0,0,15,United-States,0
59,Private,151977,10th,6,Separated,Priv-house-serv,Not-in-family,Black,Female,0,0,30,United-States,0
47,Self-emp-not-inc,77102,Masters,14,Divorced,Prof-specialty,Not-in-family,White,Male,0,0,40,United-States,0
50,Private,156877,11th,7,Married-civ-spouse,Transport-moving,Husband,White,Male,0,0,70,United-States,1
22,Private,355686,Some-college,10,Never-married,Adm-clerical,Not-in-family,White,Female,0,0,40,United-States,0
48,Private,300168,12th,8,Separated,Adm-clerical,Own-child,Black,Female,0,0,40,United-States,0
31,Private,257644,11th,7,Never-married,Transport-moving,Unmarried,White,Male,0,0,40,United-States,0
37,State-gov,160402,Bachelors,13,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,55,United-States,1
35,Private,170263,Some-college,10,Never-married,Tech-support,Unmarried,White,Female,0,0,40,United-States,0
54,Private,101017,7th-8th,4,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,United-States,0
51,Private,128143,Some-college,10,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,United-States,1
20,Private,236769,Some-college,10,Never-married,Handlers-cleaners,Own-child,White,Male,0,0,40,United-States,0
39,Private,34028,Bachelors,13,Divorced,Exec-managerial,Unmarried,White,Female,0,0,48,United-States,0
45,State-gov,207847,Some-college,10,Never-married,Adm-clerical,Unmarried,White,Female,0,0,40,United-States,0
29,Private,241431,Masters,14,Married-civ-spouse,Sales,Husband,White,Male,7298,0,40,United-States,1
38,Private,105017,HS-grad,9,Divorced,Craft-repair,Unmarried,White,Male,0,0,40,United-States,0
23,Private,87528,Bachelors,13,Never-married,Sales,Not-in-family,White,Female,0,0,45,United-States,0
42,Private,37869,Some-college,10,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,United-States,0
41,Private,110562,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,40,United-States,0
63,Federal-gov,97855,Masters,14,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,50,United-States,1
56,Private,77415,11th,7,Married-civ-spouse,Farming-fishing,Husband,White,Male,0,0,50,United-States,0
41,Private,160837,11th,7,Married-spouse-absent,Machine-op-inspct,Not-in-family,White,Male,0,0,40,Other,0
23,Self-emp-not-inc,519627,HS-grad,9,Never-married,Farming-fishing,Not-in-family,White,Male,0,0,25,Mexico,0
62,Self-emp-not-inc,134768,12th,8,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,United-States,1
34,Private,64830,Assoc-acdm,12,Divorced,Exec-managerial,Not-in-family,White,Female,0,0,45,United-States,0
28,Private,111900,Assoc-acdm,12,Married-civ-spouse,Sales,Husband,White,Male,0,0,30,United-States,0
55,Private,67450,Doctorate,16,Never-married,Prof-specialty,Not-in-family,White,Male,0,0,40,Other,0
42,Private,83411,Some-college,10,Divorced,Exec-managerial,Not-in-family,White,Male,0,1408,40,United-States,0
20,Private,137651,Some-college,10,Never-married,Machine-op-inspct,Own-child,Amer-Indian-Eskimo,Male,0,0,40,United-States,0
39,Local-gov,153976,Masters,14,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,40,United-States,1
32,Self-emp-not-inc,350624,12th,8,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,United-States,0
54,Local-gov,137678,Some-college,10,Divorced,Adm-clerical,Unmarried,White,Female,0,0,40,United-States,0
31,Private,100997,Some-college,10,Married-civ-spouse,Prof-specialty,Husband,Amer-Indian-Eskimo,Male,0,0,40,United-States,0
42,Private,191712,Bachelors,13,Divorced,Sales,Not-in-family,White,Male,0,1590,40,United-States,0
36,Private,104772,HS-grad,9,Divorced,Craft-repair,Unmarried,White,Male,0,0,48,United-States,0
31,Self-emp-not-inc,161745,Bachelors,13,Married-spouse-absent,Exec-managerial,Not-in-family,White,Male,0,1980,60,United-States,0
35,Private,174597,Bachelors,13,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,United-States,0
36,Self-emp-not-inc,233533,Some-college,10,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,60,United-States,1
65,Private,174056,7th-8th,4,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,0,0,40,United-States,0
24,Private,213427,HS-grad,9,Never-married,Adm-clerical,Not-in-family,White,Male,0,0,40,United-States,0
26,Private,183224,Some-college,10,Never-married,Adm-clerical,Own-child,Asian-Pac-Islander,Female,0,0,35,United-States,0
41,Private,306495,HS-grad,9,Married-civ-spouse,Farming-fishing,Husband,White,Male,0,0,40,United-States,0
27,Private,93021,HS-grad,9,Never-married,Adm-clerical,Unmarried,Other,Female,0,0,40,United-States,0
24,Private,121313,HS-grad,9,Married-civ-spouse,Adm-clerical,Husband,White,Male,0,0,40,United-States,0
23,Private,133985,10th,6,Never-married,Craft-repair,Own-child,Black,Female,0,0,40,United-States,0
56,Federal-gov,162137,HS-grad,9,Married-civ-spouse,Transport-moving,Husband,Amer-Indian-Eskimo,Male,0,0,40,United-States,0
45,State-gov,102308,Some-college,10,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,40,United-States,0
40,Self-emp-inc,76625,HS-grad,9,Married-civ-spouse,Handlers-cleaners,Husband,White,Male,0,0,40,United-States,0
42,Federal-gov,296798,11th,7,Never-married,Tech-support,Not-in-family,White,Male,0,1340,40,United-States,0
